P1.K,I(i_C.nA),V(Q1.nC),
0.572,0.0014870179540872786,4.568942314419103,
0.573,0.0014867446556395556,4.554498083957157,
0.574,0.0014864714106835554,4.540056680612524,
0.575,0.0014861982191894073,4.525618102806493,
0.576,0.0014859250811272522,4.5111823489609595,
0.577,0.0014856519964672424,4.4967494174984335,
0.578,0.0014853789651795418,4.48231930684203,
0.579,0.0014851059872343258,4.467892015415472,
0.58,0.0014848330626017813,4.453467541643091,
0.581,0.0014845601912521066,4.439045883949824,
0.582,0.0014842873731555114,4.424627040761214,
0.583,0.001484014608282217,4.41021101050341,
0.584,0.001483741896602456,4.395797791603166,
0.585,0.0014834692380864727,4.38138738248784,
0.586,0.0014831966327045227,4.3669797815853935,
0.587,0.0014829240804268729,4.352574987324393,
0.588,0.0014826515812238017,4.338172998134004,
0.589,0.0014823791350655985,4.323773812443998,
0.59,0.001482106741922565,4.309377428684746,
0.591,0.0014818344017650134,4.29498384528722,
0.592,0.0014815621145632678,4.2805930606829925,
0.593,0.001481289880287663,4.266205073304236,
0.594,0.0014810176989085461,4.251819881583721,
0.595,0.0014807455703962748,4.237437483954819,
0.596,0.001480473494721218,4.223057878851498,
0.597,0.0014802014718537564,4.208681064708324,
0.598,0.0014799295017642819,4.19430703996046,
0.599,0.0014796575844231974,4.179935803043663,
0.6,0.0014793857198009176,4.16556735239429,
0.601,0.001479113907867868,4.15120168644929,
0.602,0.0014788421485944854,4.136838803646207,
0.603,0.0014785704419512176,4.122478702423182,
0.604,0.0014782987879085243,4.108121381218945,
0.605,0.0014780271864368762,4.093766838472825,
0.606,0.001477755637506755,4.079415072624736,
0.607,0.001477484141088653,4.065066082115188,
0.608,0.0014772126971530754,4.050719865385284,
0.609,0.001476941305670537,4.036376420876713,
0.61,0.0014766699666115641,4.02203574703176,
0.611,0.001476398679946695,4.007697842293293,
0.612,0.0014761274456464779,3.9933627051047735,
0.613,0.001475856263681473,3.9790303339102504,
0.614,0.0014755851340222512,3.96470072715436,
0.615,0.001475314056639395,3.9503738832823267,
0.616,0.0014750430315034974,3.936049800739961,
0.617,0.0014747720585851626,3.9217284779736588,
0.618,0.0014745011378550063,3.907409913430404,
0.619,0.0014742302692836553,3.8930941055577644,
0.62,0.0014739594528417467,3.878781052803891,
0.621,0.0014736886884999293,3.8644707536175202,
0.622,0.0014734179762288626,3.850163206447971,
0.623,0.0014731473159992176,3.8358584097451476,
0.624,0.0014728767077816758,3.8215563619595314,
0.625,0.00147260615154693,3.807257061542192,
0.626,0.0014723356472656837,3.7929605069447745,
0.627,0.001472065194908652,3.7786666966195073,
0.628,0.0014717947944465604,3.7643756290191996,
0.629,0.0014715244458501453,3.7500873025972377,
0.63,0.0014712541490901545,3.7358017158075882,
0.631,0.0014709839041373465,3.721518867104797,
0.632,0.0014707137109624907,3.707238754943985,
0.633,0.0014704435695363676,3.692961377780853,
0.634,0.0014701734798297685,3.6786867340716776,
0.635,0.0014699034418134956,3.6644148222733115,
0.636,0.0014696334554583617,3.6501456408431827,
0.637,0.001469363520735191,3.635879188239294,
0.638,0.0014690936376148185,3.6216154629202233,
0.639,0.0014688238060680896,3.6073544633451227,
0.64,0.0014685540260658612,3.5930961879737167,
0.641,0.0014682842975790003,3.5788406352663036,
0.642,0.0014680146205783852,3.5645878036837524,
0.643,0.0014677449950349054,3.5503376916875062,
0.644,0.0014674754209194599,3.5360902977395763,
0.645,0.00146720589820296,3.5218456203025466,
0.646,0.0014669364268563268,3.5076036578395713,
0.647,0.0014666670068504925,3.4933644088143727,
0.648,0.0014663976381564,3.479127871691242,
0.649,0.0014661283207450034,3.46489404493504,
0.65,0.0014658590545872667,3.4506629270111957,
0.651,0.0014655898396541654,3.4364345163857024,
